Sentiment,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
negative,0,0,1.5991155505180359,1.7715680599212646,0.9044299721717834,1.7871494889259338,0,0.8937473297119141,0,0
neutral,8.99263596534729,9.979692578315735,7.99397200345993,6.996679961681366,7.976150453090668,7.96344256401062,9.460923433303833,8.806043326854706,8.870366156101227,8.98916745185852
positive,0.8237740397453308,0,0,0.9991067051887512,0.6439157724380493,0,0,0,0.9997441172599792,0.999849796295166
