Sentiment,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
negative,0,0,0,1.9936619997024536,0,0,0,0,0,2.9911184906959534
neutral,9.911011040210724,6.694863200187683,3.3380035161972046,4.917223215103149,1.9562352299690247,0.939471960067749,7.787134528160095,0,2.835871934890747,0.9893730282783508
positive,0,2.991590142250061,5.992706835269928,2.976725995540619,7.953025579452515,8.404199361801147,1.5346875190734863,0,6.986678123474121,5.972123742103577
